x_odo,y_odo,theta_odo,x_icp,y_icp,theta_icp,score_icp
400.00,600.00,90.00,417.59,531.89,142.06,1381.03
399.99,600.01,90.00,415.41,525.72,132.89,1353.93
399.99,600.01,90.00,414.60,527.26,136.24,1412.09
399.99,591.30,90.00,421.02,521.48,134.74,1355.78
400.17,586.51,90.00,420.57,524.55,138.29,1469.36
400.23,585.43,90.00,452.56,462.19,126.21,196.63
400.47,582.52,90.00,419.21,529.64,110.84,1136.92
400.77,575.20,90.00,417.62,524.05,107.19,1093.45
400.76,574.08,90.00,409.73,531.92,91.61,447.98
401.03,568.70,90.00,411.79,526.43,92.89,333.76
401.17,564.12,90.00,415.27,519.16,93.43,203.74
401.20,564.67,90.00,412.89,515.40,91.93,70.40
401.27,564.32,90.39,409.47,514.43,90.41,59.42
401.44,563.29,90.39,410.39,514.75,90.08,165.55
401.45,563.30,90.39,411.42,516.55,90.81,74.77
401.65,562.37,90.39,410.87,516.08,90.39,95.61
401.84,561.42,90.39,412.15,517.37,91.34,58.92
402.05,560.52,90.39,415.29,516.40,92.39,84.21
402.31,559.64,90.39,412.38,515.56,91.28,81.85
402.52,558.74,90.39,413.16,513.01,91.20,215.26
402.52,558.74,90.39,412.67,515.00,91.10,155.35
402.52,558.74,90.39,411.64,516.33,90.98,67.66
402.70,557.89,90.45,410.89,516.09,90.37,89.11
402.87,557.06,90.45,414.37,516.43,92.29,84.65
403.10,556.24,90.81,415.55,516.29,92.55,87.94
403.34,555.44,90.81,411.58,515.64,90.87,93.18
403.51,554.65,90.81,411.04,515.03,89.90,128.31
403.51,554.65,90.81,410.28,515.37,89.94,105.65
404.09,546.74,90.73,414.38,515.92,92.82,97.04
396.80,540.29,90.73,405.22,515.21,92.13,139.41
394.42,540.10,90.73,397.33,515.87,92.90,174.27
388.27,540.06,90.73,387.72,517.99,92.86,100.85
382.53,535.54,91.15,378.45,516.16,93.53,150.83
376.15,535.26,91.15,371.49,510.35,97.17,380.15
369.97,535.07,91.15,359.15,508.91,97.83,378.61
368.40,535.02,91.15,355.26,504.38,99.33,594.56
362.87,534.86,91.15,349.00,502.41,99.72,687.71
355.69,534.55,91.15,338.50,498.06,98.30,1058.15
350.18,534.30,91.15,329.64,504.39,95.59,961.24
344.56,534.12,91.15,325.78,502.03,94.28,1204.85
342.56,534.01,91.15,316.90,502.89,89.52,1540.03
341.40,533.94,91.15,318.41,504.37,90.70,1353.77
340.14,533.84,91.15,314.96,507.10,90.03,1249.29
338.56,533.78,91.15,312.36,509.63,90.76,1063.17
337.43,533.70,91.15,315.84,509.79,89.94,1159.30
333.05,533.55,91.15,309.25,508.36,88.75,1219.50
331.39,533.46,91.15,306.71,511.43,88.63,1071.23
329.81,533.39,91.15,302.18,513.71,89.02,876.88
328.18,533.36,91.15,301.12,510.73,87.90,1157.50
327.01,533.32,91.15,306.72,514.40,88.98,858.43
323.46,533.13,91.15,304.36,514.36,88.98,858.42
321.07,533.10,91.15,283.18,515.37,87.03,968.74
317.40,532.89,91.15,282.01,515.49,86.58,1034.09
313.85,532.63,91.15,277.71,517.22,85.51,1065.13
311.85,532.52,91.15,281.17,518.33,86.60,814.17
310.27,532.47,91.15,275.52,519.40,88.36,611.31
306.68,532.38,91.15,264.72,519.40,87.64,629.33
303.11,532.18,91.15,257.03,519.14,85.83,749.62
299.59,531.96,91.15,238.24,520.62,88.05,476.32
297.80,531.89,91.15,229.70,521.39,87.27,521.33
298.91,532.36,91.15,211.19,519.67,88.53,447.06
305.54,533.33,91.15,215.93,519.48,88.11,462.50
308.85,533.29,91.15,244.39,523.36,87.70,636.83
309.80,533.27,91.15,263.13,521.60,90.00,649.28
310.95,533.27,91.15,267.22,520.59,88.80,730.45
313.11,533.36,91.15,266.50,521.11,88.13,700.31
316.20,533.61,91.15,283.69,520.31,87.09,863.07
319.23,533.80,91.15,285.58,519.82,87.19,1008.43
321.06,533.86,91.15,283.55,520.81,89.64,886.48
322.63,533.89,91.15,280.21,518.52,88.00,1248.44
325.40,533.94,91.15,297.32,519.56,89.38,941.27
326.85,534.11,91.15,289.28,518.50,89.65,1098.66
328.35,534.12,91.15,288.94,519.15,90.20,922.06
329.84,533.11,91.15,292.25,517.46,89.56,1104.25
329.95,532.00,91.15,295.59,515.98,90.01,1076.62
329.80,530.16,91.15,295.00,515.94,90.50,944.55
329.48,528.17,91.15,299.01,511.00,90.49,860.10
329.07,523.28,91.15,298.63,506.77,90.36,871.10
329.31,521.01,91.15,299.53,500.14,90.48,633.96
329.70,519.33,91.15,299.33,496.70,90.87,596.98
329.99,513.82,91.15,300.09,487.97,90.22,634.43
329.84,511.11,91.15,302.63,482.42,91.13,622.16
329.76,508.11,91.15,302.59,476.15,91.51,548.35
329.98,503.88,91.15,301.07,470.59,91.53,526.80
330.27,500.15,91.15,268.34,459.34,91.52,430.25
330.29,495.99,91.15,270.48,449.24,92.77,367.32
330.33,494.09,91.15,270.99,444.15,93.94,234.70
330.48,492.17,91.15,272.77,439.68,94.50,251.44
330.54,491.02,91.15,271.99,438.34,94.67,154.34
330.58,489.47,91.15,275.42,434.18,95.66,112.62
329.54,487.23,92.05,274.03,430.23,96.61,105.60
328.53,484.56,92.05,274.87,429.89,95.52,41.93
327.52,482.27,92.05,275.98,425.21,95.91,55.93
326.48,479.95,92.05,282.25,420.97,98.29,61.95
325.61,477.52,92.05,281.47,420.98,97.61,43.98
324.89,472.84,92.05,302.88,403.94,105.35,43.25
324.60,469.51,93.38,300.60,401.53,102.07,39.53
324.25,466.98,93.38,323.52,390.02,111.38,24.02
324.33,465.81,93.38,328.59,385.86,111.51,24.77
323.80,472.41,93.38,289.64,406.22,101.24,1.19
322.97,472.52,94.17,294.47,405.45,102.89,38.08
322.20,473.19,94.17,280.51,416.89,99.08,1.37
321.01,475.39,94.17,320.40,400.95,113.56,43.47
320.53,477.62,94.17,290.33,421.38,102.58,88.34
319.85,477.62,95.01,274.03,435.06,96.45,158.94
319.56,481.09,95.01,274.09,439.17,96.68,168.92
319.20,484.64,95.01,273.79,442.62,96.07,310.08
319.00,486.53,95.01,268.47,449.62,94.04,388.18
318.85,487.76,95.01,266.00,454.62,93.25,455.92
318.95,486.71,95.01,266.64,456.05,93.50,345.32
319.05,486.36,95.01,266.65,456.90,93.37,394.00
319.00,486.43,95.01,265.81,456.24,93.63,389.82
318.97,486.58,95.01,266.16,455.69,94.58,347.59
318.97,486.58,95.01,266.26,455.67,94.59,351.41
318.98,486.59,95.01,265.99,456.58,94.55,308.06
318.98,486.59,95.01,264.64,455.49,94.34,377.84
318.98,486.59,95.01,265.60,455.84,94.23,372.35
318.98,486.59,95.01,264.65,457.08,94.37,304.80
318.98,486.59,95.01,265.50,455.89,94.17,370.65
318.98,486.59,95.01,265.91,456.82,94.52,305.30
318.98,486.59,95.01,266.34,455.83,94.50,374.89
318.98,486.59,95.01,266.15,455.61,94.54,367.68
318.98,486.59,95.01,265.62,455.75,94.36,379.78
318.98,486.59,95.01,265.59,455.83,94.27,382.64
318.98,486.59,95.01,265.57,455.88,94.29,373.41
318.98,486.59,95.01,265.62,456.05,94.31,359.39
318.98,486.59,95.01,264.64,455.99,93.97,379.61
318.98,486.59,95.01,264.86,455.88,94.01,382.80
318.98,486.59,95.01,265.94,455.76,94.33,383.12
318.98,486.59,95.01,265.18,455.81,94.19,382.10
318.98,486.59,95.01,265.59,455.57,94.34,385.59
318.98,486.59,95.01,266.01,455.75,94.52,367.37
318.98,486.59,95.01,265.41,455.82,94.24,376.71
318.98,486.59,95.01,265.36,455.80,94.24,383.34
318.98,486.59,95.01,264.79,455.79,93.99,374.93
319.00,486.59,95.01,265.64,456.70,94.36,310.14
319.90,486.84,95.01,266.06,456.19,94.17,373.73
322.69,487.28,95.01,271.61,455.57,94.48,401.12
325.86,487.74,95.01,270.98,455.99,93.25,412.67
328.13,487.94,95.01,280.13,455.51,95.19,500.82
329.80,488.07,95.01,286.02,456.97,95.84,463.00
332.19,488.48,95.01,292.68,458.74,96.19,337.75
335.96,488.77,95.01,299.31,457.74,95.07,320.53
339.59,489.20,95.01,310.03,459.13,96.98,252.87
342.65,489.49,95.01,317.17,458.48,96.65,349.37
342.17,489.48,95.01,321.41,456.85,98.48,312.25
341.01,489.41,95.01,323.39,456.02,97.26,412.35
340.79,489.33,95.01,321.75,458.71,96.65,243.70
340.91,489.34,95.01,314.40,458.31,95.91,314.99
340.91,489.34,95.01,324.92,458.14,97.13,298.39
340.92,489.34,95.01,317.70,458.07,96.93,277.86
340.92,489.34,95.01,317.37,457.70,96.92,329.33
340.92,489.34,95.01,322.92,458.21,97.20,282.32
340.92,489.34,95.01,320.11,455.99,97.16,422.87
340.92,489.34,95.01,321.43,456.86,97.37,363.17
340.92,489.34,95.01,319.94,455.78,97.49,414.08
340.92,489.34,95.01,320.70,456.97,97.07,348.81
340.92,489.34,95.01,321.60,456.79,97.40,353.43
340.92,489.34,95.01,323.29,455.93,97.76,421.83
340.92,489.34,95.01,321.88,456.00,97.56,424.47
340.92,489.34,95.01,321.21,457.11,97.26,342.09
340.92,489.34,95.01,325.21,455.78,98.13,432.95
340.92,489.34,95.01,319.36,457.15,96.87,352.22
340.92,489.34,95.01,321.29,456.02,97.32,428.34
340.92,489.34,95.01,320.97,455.84,97.63,412.31
340.92,489.34,95.01,321.15,456.85,97.23,359.45
340.92,489.34,95.01,320.72,455.68,97.83,418.64
340.92,489.34,95.01,324.91,455.66,98.06,421.82
340.92,489.34,95.01,321.67,457.02,97.05,369.26
340.92,489.34,95.01,321.22,456.94,97.32,361.08
340.92,489.34,95.01,321.81,456.76,97.47,354.72
340.92,489.34,95.01,322.45,455.84,97.83,426.92
340.92,489.34,95.01,319.39,457.03,96.93,348.68
340.92,489.34,95.01,321.81,457.12,97.10,348.64
340.92,489.34,95.01,319.22,456.95,96.78,356.78
340.92,489.34,95.01,321.60,457.79,97.37,290.14
340.92,489.34,95.01,321.18,456.25,97.26,408.17
340.92,489.34,95.01,320.79,456.18,97.10,410.93
340.92,489.34,95.01,321.94,456.16,97.50,413.41
340.92,489.34,95.01,321.78,456.57,97.90,364.57
340.92,489.34,95.01,319.86,456.20,97.13,409.09
340.90,489.48,95.01,321.25,456.30,97.30,415.24
340.66,493.15,95.01,319.94,459.83,97.27,352.92
340.24,497.62,95.01,320.90,465.84,96.65,399.80
340.09,501.19,95.01,316.21,475.66,96.58,338.27
340.06,503.05,95.01,314.44,478.66,95.98,525.09
339.79,505.67,95.01,314.97,486.53,96.64,513.41
339.56,508.63,95.01,315.23,490.52,96.71,567.22
338.97,514.34,95.01,310.13,499.62,95.40,528.15
339.07,513.71,95.01,320.48,502.07,95.67,764.45
339.07,513.35,95.01,310.35,500.85,95.36,940.52
339.07,513.39,95.01,320.47,502.11,96.47,791.45
339.05,513.37,95.01,320.61,502.25,96.60,790.33
339.05,513.37,95.01,320.85,502.24,97.72,700.78
339.05,513.37,95.01,307.26,500.91,96.24,879.69
339.05,513.37,95.01,305.10,501.63,95.42,870.14
339.05,513.37,95.01,312.18,502.54,96.24,781.65
339.05,513.37,95.01,319.15,500.01,96.87,940.65
339.05,513.37,95.01,320.77,502.08,96.70,790.11
339.05,513.37,95.01,320.76,501.71,97.39,782.01
339.05,513.37,95.01,315.71,502.47,95.98,804.06
339.05,513.37,95.01,309.39,502.18,96.37,772.94
339.05,513.37,95.01,311.10,502.71,95.48,806.47
339.05,513.37,95.01,315.79,502.14,96.73,762.98
339.05,513.37,95.01,316.01,502.27,96.09,817.06
339.05,513.37,95.01,319.70,501.14,96.97,849.39
339.05,513.37,95.01,316.89,502.82,97.09,707.06
339.05,513.37,95.01,311.39,502.95,95.74,767.53
339.05,513.37,95.01,316.11,502.67,96.15,784.05
339.05,513.37,95.01,396.22,480.83,131.79,623.90
339.05,513.37,95.01,312.10,502.58,96.23,779.41
339.05,513.37,95.01,316.24,501.67,96.26,850.52
339.05,513.37,95.01,320.93,501.59,97.44,786.97
339.05,513.37,95.01,320.16,501.92,96.98,780.05
339.05,513.37,95.01,313.17,503.40,96.19,706.80
339.05,513.37,95.01,321.35,501.15,98.15,784.45
339.05,513.37,95.01,311.89,502.78,96.03,769.74
339.05,513.37,95.01,320.69,502.30,96.68,777.36
339.05,513.37,95.01,312.04,503.42,96.13,710.67
339.05,513.37,95.01,319.11,500.72,96.85,890.52
339.04,513.38,95.01,321.30,502.53,97.33,711.05
339.48,513.49,95.01,321.70,502.61,97.28,718.46
347.68,514.64,95.01,326.97,502.77,95.80,819.12
350.09,515.00,95.01,324.72,502.96,97.06,774.20
355.60,515.48,95.01,334.68,502.17,97.53,782.53
359.19,515.89,95.01,342.14,503.04,98.22,658.28
365.15,516.49,95.01,361.62,502.21,100.86,668.86
371.14,517.17,95.01,370.49,508.35,99.24,317.24
373.69,517.43,95.01,374.50,507.73,99.01,345.88
374.86,517.56,95.01,378.27,507.76,99.49,313.33
376.38,517.71,95.01,377.79,508.48,98.40,322.72
378.26,517.96,95.01,379.92,512.21,96.08,126.48
381.02,518.21,95.01,385.90,511.96,96.99,137.69
383.01,518.38,95.01,391.14,511.37,97.62,198.15
387.89,518.98,95.01,402.10,510.96,99.53,226.92
394.64,519.72,95.01,410.36,513.65,96.59,125.94
396.20,519.87,95.01,413.06,513.54,92.75,94.63
401.00,518.77,94.56,418.81,514.27,94.93,80.18
404.97,517.63,94.56,420.61,514.76,91.98,37.46
408.29,517.05,94.56,419.21,513.64,91.23,65.80
410.53,516.37,93.89,418.71,513.10,91.11,76.36
412.16,515.71,93.89,414.34,514.53,90.79,13.12
412.21,515.69,93.89,419.74,512.70,91.82,117.31
413.71,515.09,93.48,418.15,512.22,90.60,130.25
413.71,515.09,93.48,421.17,512.01,92.17,117.90
415.21,514.47,93.48,418.53,513.28,91.00,71.35
415.27,514.45,93.48,417.17,512.45,90.07,121.92
415.27,514.45,93.48,417.61,513.48,90.86,62.74
415.32,514.43,92.95,417.46,513.20,90.77,75.95
415.36,514.41,92.95,419.18,513.31,91.41,71.14
415.44,514.38,92.95,421.46,512.28,92.41,113.79
416.66,513.96,92.90,419.38,512.98,91.54,75.91
416.72,513.85,92.90,418.93,511.83,91.17,161.42
416.75,513.38,92.90,418.68,512.73,91.12,69.69
417.30,503.53,92.90,418.12,504.13,91.05,66.53
417.86,498.20,92.53,418.60,491.87,91.69,18.88
418.26,493.73,92.53,426.64,483.97,94.42,45.30
420.08,489.71,92.53,423.65,480.19,93.66,11.34
421.27,485.08,92.75,421.51,478.25,92.59,38.83
421.40,482.35,92.75,424.30,472.35,93.71,22.38
422.19,474.92,92.75,422.22,467.66,92.73,11.32
422.52,466.62,92.75,421.88,455.89,92.41,28.99
422.63,460.94,92.72,422.79,447.88,92.92,9.69
422.84,455.28,92.72,423.39,442.68,93.03,10.06
423.08,450.91,92.72,426.00,439.04,93.98,14.25
423.92,444.76,92.72,422.27,431.35,92.22,18.13
423.71,439.52,92.72,424.34,427.92,93.46,16.38
425.30,411.23,92.72,428.51,383.96,95.13,2.38
343.24,434.61,92.72,310.89,405.10,105.54,56.08
340.45,433.84,94.00,279.66,415.45,98.29,42.48
338.72,433.45,94.00,276.86,414.85,98.88,28.82
337.93,433.10,94.00,337.27,389.87,117.46,96.43
338.71,432.35,94.00,274.96,415.41,99.63,27.54
337.58,432.20,94.00,273.34,415.73,99.34,35.78
336.21,431.84,94.54,275.86,415.00,99.90,36.46
335.01,431.51,94.54,276.36,414.65,100.22,43.55
333.83,431.17,94.54,275.24,415.88,99.17,42.21
332.64,430.86,95.46,275.11,415.47,99.67,43.82
331.46,430.54,95.46,277.63,415.02,99.76,42.76
330.29,431.33,95.46,278.59,415.30,100.08,42.54
328.84,434.48,95.46,282.31,416.53,102.03,43.04
327.57,436.58,96.12,271.88,426.07,98.14,65.02
326.23,437.71,96.12,270.86,429.57,97.62,160.62
326.03,439.18,96.12,269.66,433.57,97.73,143.70
325.86,440.47,96.12,266.43,437.51,95.82,187.23
325.77,441.38,96.12,264.47,439.63,95.95,234.14
325.77,441.32,96.12,264.44,443.16,95.30,241.50
325.81,440.26,96.12,262.98,442.97,94.94,243.14
325.85,440.17,96.12,265.70,441.36,95.59,248.01
325.86,440.18,96.12,262.93,441.40,94.65,225.45
325.83,440.20,96.12,263.64,440.76,94.93,283.52
325.83,440.20,96.12,264.67,440.01,95.33,283.58
325.83,440.20,96.12,262.28,440.69,95.30,262.09
325.83,440.20,96.12,262.23,440.81,95.26,269.22
324.30,440.12,96.12,262.06,440.07,95.45,272.03
323.01,440.02,96.12,264.61,439.22,95.00,259.73
321.35,439.95,96.12,261.05,439.98,94.33,226.19
318.94,439.72,96.12,257.25,440.91,94.00,217.62
314.58,439.16,96.12,254.55,439.58,94.80,166.01
313.42,438.94,96.12,240.81,446.51,92.72,72.52
308.25,438.69,95.44,235.46,446.32,93.59,73.27
301.82,438.34,95.44,229.51,445.03,93.15,76.89
296.13,438.02,95.44,221.23,445.78,93.93,40.75
291.12,437.76,95.14,213.00,445.97,93.58,61.18
287.83,437.72,95.14,209.07,446.85,92.94,40.46
284.57,437.73,95.14,205.35,446.52,93.10,50.18
278.21,437.37,95.14,200.33,446.25,92.33,81.53
275.45,437.38,94.58,195.26,445.87,92.37,102.23
270.36,437.15,94.58,188.95,445.12,92.50,98.96
265.40,437.01,94.58,181.82,446.13,93.47,50.76
262.46,437.12,94.58,180.06,447.05,93.24,38.64
260.93,446.67,94.58,172.20,463.44,90.14,62.48
258.51,450.03,93.69,170.32,473.62,89.61,73.22
256.56,451.91,93.69,171.50,474.35,89.95,93.72
254.70,453.84,93.69,170.54,478.10,91.39,64.46
252.91,455.92,93.69,170.57,481.02,90.94,65.56
251.18,458.06,93.69,170.26,483.91,90.77,69.71
249.18,463.23,93.10,171.28,489.06,89.29,137.26
249.13,465.07,93.10,171.88,496.55,89.46,116.42
247.28,469.21,93.10,170.21,500.91,89.13,124.85
246.83,474.49,93.10,171.86,508.54,88.84,135.97
246.67,476.34,93.10,172.54,515.13,88.99,189.89
246.59,477.87,93.10,172.69,518.47,89.14,176.17
246.48,479.06,93.10,174.32,520.51,88.89,226.40
246.20,483.32,93.10,173.84,525.06,89.36,186.45
245.84,486.75,93.10,176.26,530.73,87.96,269.29
245.56,490.20,93.10,176.81,536.03,88.03,244.74
245.28,493.67,93.10,177.98,542.32,86.93,272.80
245.19,494.83,93.10,180.11,545.11,86.54,338.55
243.07,522.48,93.10,201.60,595.00,76.90,338.16
242.15,532.81,93.10,212.24,616.07,68.22,316.15
242.11,534.02,93.10,212.44,616.45,68.22,316.15
241.99,535.57,93.10,215.83,622.65,65.85,291.34
241.86,536.76,93.10,218.32,626.67,65.22,266.64
241.72,538.68,93.10,216.87,622.96,67.18,242.47
241.61,539.84,93.10,219.80,625.86,67.06,222.80
241.42,542.18,93.10,222.10,628.23,67.00,215.84
241.19,545.21,93.10,225.39,637.29,64.58,184.41
241.09,546.83,93.10,234.66,660.77,56.46,155.80
240.78,551.07,93.10,235.74,651.18,61.33,172.38
240.64,553.38,93.10,228.94,661.36,60.88,151.81
240.04,559.06,93.10,352.82,590.53,44.39,187.71
239.85,560.53,93.10,358.65,577.23,66.84,168.52
239.63,564.04,93.10,361.03,588.93,57.43,162.40
239.51,565.99,93.10,361.21,584.95,66.30,166.35
239.45,566.73,93.10,361.55,592.21,55.06,117.60
241.72,572.13,89.30,362.73,597.44,55.25,128.57
241.70,574.03,89.30,365.76,584.75,79.39,138.12
242.18,569.71,89.30,364.32,589.04,74.33,130.01
242.25,565.95,89.30,365.49,587.60,67.65,131.17
242.22,564.44,89.30,363.05,593.15,55.54,133.62
242.20,562.70,89.30,363.59,589.09,57.91,125.42
242.25,560.84,89.30,363.66,575.87,74.54,144.90
242.29,559.68,89.30,288.49,607.88,71.99,599.29
242.37,557.39,89.30,238.08,679.71,56.49,105.45
242.21,558.24,86.02,357.13,575.38,64.92,155.06
242.18,555.64,86.02,355.55,572.27,65.61,189.20
241.94,550.71,86.02,349.15,577.90,52.15,186.53
241.88,548.74,86.02,233.96,664.39,56.74,125.04
241.71,546.04,86.02,230.12,655.04,60.09,157.37
241.66,543.77,86.02,229.84,639.59,64.01,176.75
241.66,542.69,86.02,225.12,637.05,64.81,161.53
241.56,538.79,86.02,223.80,630.82,65.61,164.23
241.34,534.89,86.02,225.21,636.09,61.06,220.95
241.32,533.75,86.02,235.39,655.11,52.38,234.07
241.32,532.26,86.02,212.05,615.79,68.00,314.34
241.22,529.20,86.02,228.85,646.22,54.25,286.40
241.97,496.46,86.02,183.20,546.32,87.66,356.36
244.14,496.90,86.02,185.30,543.04,88.17,398.66
249.47,497.32,86.02,189.50,544.03,89.16,358.94
250.75,497.28,86.02,191.40,548.29,89.99,288.00
251.85,497.18,86.02,194.67,545.32,91.09,310.63
254.68,496.74,86.02,199.49,548.14,89.85,325.70
258.28,496.55,86.02,204.49,546.54,89.01,402.19
262.40,496.44,86.02,214.64,549.08,88.55,404.21
304.27,494.21,86.02,351.67,534.52,67.70,1523.68
305.41,494.16,86.02,368.89,541.88,54.12,1352.72
307.06,494.05,86.02,374.21,546.79,49.67,1306.36
308.29,493.95,86.02,370.66,538.99,55.04,1369.53
310.26,493.84,86.02,365.62,534.71,60.24,1492.20
311.80,493.78,86.02,374.64,540.97,52.04,1452.32
314.66,493.59,86.02,378.35,538.58,51.21,1394.54
316.58,493.50,86.02,391.12,549.65,36.95,1320.22
318.57,493.41,86.02,385.46,536.81,47.25,1384.87
320.58,493.33,86.02,390.60,539.80,40.73,1305.53
324.93,493.04,86.02,396.59,539.10,36.52,1232.17
329.37,492.81,86.02,420.35,523.76,163.78,818.09
334.39,492.61,86.02,423.12,523.05,160.97,556.96
339.96,492.30,86.02,418.80,528.87,155.08,538.82
346.71,491.94,86.02,424.18,540.24,156.11,584.07
351.97,491.68,86.02,417.61,538.39,144.87,628.10
355.52,492.29,86.02,416.51,539.32,139.68,619.85
354.36,498.91,86.02,415.70,540.32,141.96,923.22
355.57,509.28,86.02,408.06,547.93,157.35,887.43
356.04,518.92,86.02,401.77,542.50,13.48,1353.13
356.70,526.98,86.02,402.31,548.33,53.09,1163.15
357.20,535.09,86.02,400.48,549.35,67.94,907.81
357.15,534.85,86.02,397.30,566.78,75.78,424.33
357.13,534.05,86.02,397.22,563.47,76.09,381.43
357.15,533.57,86.02,396.12,565.74,76.70,465.53
357.11,533.73,86.02,394.92,565.70,73.59,513.31
357.11,533.73,86.02,396.19,561.52,74.74,461.15
357.11,533.73,86.02,396.06,561.40,73.56,482.88
357.11,533.73,86.02,393.96,561.88,75.70,468.09
357.11,533.73,86.02,395.30,560.24,75.20,419.13
357.11,533.73,86.02,395.32,560.15,75.22,445.41
357.11,533.73,86.02,395.58,559.31,75.18,416.79
357.11,533.73,86.02,394.35,560.47,75.85,411.50
357.11,533.73,86.02,394.30,560.47,75.88,453.76
357.11,533.73,86.02,394.15,560.06,76.06,428.57
357.11,533.73,86.02,396.07,560.24,75.32,437.84
357.11,533.73,86.02,396.15,561.01,75.96,449.47
357.11,533.73,86.02,396.03,561.50,74.60,454.41
357.11,533.73,86.02,396.33,560.64,76.04,466.23
357.11,533.73,86.02,394.52,560.57,74.28,437.47
357.11,533.73,86.02,393.92,559.65,75.91,416.84
357.11,533.73,86.02,394.53,559.85,74.79,412.26
357.11,533.73,86.02,397.22,560.97,74.40,442.15
357.11,533.73,86.02,395.32,558.74,74.74,399.51
357.11,533.73,86.02,396.83,562.01,74.72,476.79
357.11,533.73,86.02,396.16,560.76,74.50,447.25
357.11,533.73,86.02,394.42,559.98,75.70,403.07
