x_odo,y_odo,theta_odo,x_icp,y_icp,theta_icp,score_icp
357.11,533.73,86.02,394.60,558.98,76.03,404.75
357.11,533.73,86.02,395.40,560.33,75.10,434.98
357.11,533.73,86.02,396.26,561.19,75.98,445.53
357.11,533.73,86.02,395.92,561.47,76.11,461.08
357.11,533.73,86.02,394.89,560.70,75.78,446.81
357.11,533.73,86.02,396.68,561.27,74.42,417.93
357.11,533.73,86.02,396.07,561.82,75.85,480.47
357.11,533.73,86.02,395.68,560.45,76.08,454.10
357.11,533.73,86.02,395.17,559.91,76.20,430.24
357.11,533.73,86.02,394.70,561.80,75.33,464.19
357.11,533.73,86.02,394.71,561.14,75.24,429.83
357.11,533.73,86.02,393.81,560.04,76.55,404.51
357.11,533.73,86.02,395.43,560.51,74.98,425.70
357.11,533.73,86.02,395.81,559.83,75.28,426.60
357.11,533.73,86.02,395.29,561.66,75.11,445.88
357.11,533.73,86.02,395.04,561.08,75.40,434.90
357.11,533.73,86.02,394.46,562.16,74.46,452.35
357.11,533.73,86.02,396.20,560.72,76.10,481.83
357.11,533.73,86.02,396.26,560.93,75.97,449.06
357.11,533.73,86.02,395.44,561.79,76.63,478.76
357.11,533.73,86.02,395.05,561.66,74.43,435.03
357.11,533.73,86.02,395.39,560.29,76.15,443.14
357.11,533.73,86.02,394.77,560.42,75.75,448.69
357.11,533.73,86.02,394.79,561.25,74.05,447.35
357.11,533.73,86.02,394.33,560.79,76.84,471.21
357.11,533.73,86.02,393.94,560.14,74.23,420.00
357.11,533.73,86.02,395.72,561.57,73.95,454.18
357.11,533.73,86.02,394.51,560.93,73.79,431.55
357.11,533.73,86.02,396.07,561.23,75.58,481.82
357.11,533.73,86.02,395.11,561.24,76.37,432.26
357.11,533.73,86.02,397.09,562.32,74.54,458.20
357.11,533.73,86.02,395.03,561.88,75.01,475.88
357.11,533.73,86.02,395.94,562.48,75.03,472.16
357.11,533.73,86.02,395.95,561.96,74.06,448.26
357.11,533.73,86.02,396.27,561.88,74.97,455.25
357.11,533.73,86.02,396.05,561.30,75.56,423.91
357.11,533.73,86.02,394.55,559.85,75.77,420.01
357.11,533.73,86.02,394.96,561.38,75.19,446.26
357.11,533.73,86.02,394.49,560.05,75.70,418.20
357.11,533.73,86.02,396.66,560.38,75.60,419.82
357.11,533.73,86.02,394.62,559.77,75.82,432.26
357.11,533.73,86.02,395.35,561.19,75.67,440.24
357.11,533.73,86.02,395.14,558.20,76.02,408.47
357.11,533.73,86.02,395.75,561.07,74.76,429.96
357.11,533.73,86.02,396.51,561.04,74.63,430.04
357.11,533.73,86.02,396.19,559.65,74.18,407.20
357.11,533.73,86.02,396.29,561.08,74.61,456.94
357.11,533.73,86.02,395.12,561.51,75.03,443.73
358.11,533.82,86.02,395.54,560.24,74.57,420.00
368.33,533.71,86.02,405.73,558.79,74.62,432.44
369.89,533.78,86.02,407.46,557.88,96.07,565.51
373.06,533.45,86.02,411.71,560.82,101.83,606.52
380.08,533.15,86.02,419.65,564.90,108.25,603.90
378.37,533.26,86.02,416.17,565.13,119.62,466.96
378.58,533.30,86.02,410.33,558.96,118.56,370.53
378.57,533.31,86.02,410.44,558.22,118.38,365.83
378.57,533.31,86.02,407.55,557.05,119.72,369.90
378.57,533.31,86.02,405.92,558.07,120.23,396.00
378.57,533.31,86.02,406.29,555.17,120.64,336.71
378.57,533.31,86.02,408.28,555.74,119.71,377.28
378.57,533.31,86.02,405.32,555.32,120.06,391.73
378.58,533.30,86.02,408.06,555.73,119.96,422.60
378.58,533.30,86.02,405.86,554.19,120.37,372.34
378.58,533.30,86.02,406.26,554.44,120.36,410.42
378.58,533.30,86.02,405.15,554.32,120.58,364.49
378.58,533.30,86.02,407.09,556.98,119.96,418.79
378.58,533.30,86.02,405.94,558.02,120.00,461.75
378.58,533.30,86.02,407.30,558.07,120.56,479.42
378.58,533.30,86.02,411.92,558.94,119.75,469.56
378.58,533.30,86.02,406.86,560.23,119.12,484.07
378.58,533.30,86.02,408.15,558.07,119.40,450.24
-0.00,0.00,90.00,124.19,79.84,74.80,851.31
-0.00,0.00,90.00,118.39,78.72,78.20,830.63
400.00,600.00,90.00,704.29,418.78,61.10,997.93
400.00,600.00,90.00,415.65,535.88,146.71,1540.36
400.00,600.00,90.00,416.09,535.23,146.50,1536.00
400.00,600.00,90.00,415.45,535.85,153.71,1496.67
400.00,600.00,90.00,415.61,533.72,152.18,1417.61
400.00,600.00,90.00,414.55,532.85,141.72,1488.25
400.00,600.00,90.00,414.14,532.96,150.48,1482.43
400.00,600.00,90.00,416.17,537.05,152.69,1461.35
400.00,600.00,90.00,415.93,534.97,151.39,1509.56
400.00,600.00,90.00,416.01,533.85,148.84,1509.29
400.00,600.00,90.00,412.99,531.19,134.76,1529.82
400.00,600.00,90.00,415.05,533.06,148.88,1516.30
400.00,600.00,90.00,414.41,532.75,138.53,1521.31
400.00,600.00,90.00,411.51,530.55,134.75,1540.18
400.00,600.00,90.00,416.00,533.16,160.20,1362.89
400.00,600.00,90.00,414.49,533.24,142.16,1516.37
400.00,600.00,90.00,414.28,530.60,143.07,1473.43
400.00,600.00,90.00,415.87,535.45,158.18,1453.56
400.00,600.00,90.00,415.77,534.69,141.97,1488.93
400.00,600.00,90.00,415.08,534.86,145.47,1532.17
400.00,600.00,90.00,416.08,533.67,146.72,1466.15
400.00,600.00,90.00,417.50,528.33,136.09,1481.70
400.00,600.00,90.00,416.92,525.41,125.64,1509.16
400.00,600.00,90.00,416.60,522.31,128.93,1468.23
400.00,600.00,90.00,418.88,523.42,125.75,1517.04
400.00,600.00,90.00,419.04,524.71,134.86,1515.16
400.00,600.00,90.00,414.13,521.82,123.92,1500.77
400.00,600.00,90.00,415.22,521.34,129.42,1449.10
400.00,600.00,90.00,410.53,524.55,108.67,1516.91
400.00,600.00,90.00,414.26,524.09,131.59,1416.90
400.00,600.00,90.00,413.29,522.94,132.87,1382.78
400.00,600.00,90.00,416.22,526.33,137.43,1390.32
400.00,600.00,90.00,418.40,532.19,143.79,1494.66
400.00,600.00,90.00,414.68,528.10,135.26,1462.21
400.00,600.00,90.00,416.21,528.46,143.62,1419.57
400.00,600.00,90.00,415.15,528.78,130.95,1523.03
400.00,600.00,90.00,415.95,531.64,136.72,1495.41
400.00,600.00,90.00,415.28,533.52,136.42,1526.85
400.00,600.00,90.00,414.97,531.76,137.85,1555.61
400.00,600.00,90.00,416.57,526.60,147.98,1349.75
399.98,600.00,90.00,415.07,532.37,136.33,1528.38
399.97,600.01,90.00,416.36,530.20,148.54,1379.68
399.97,600.01,90.00,416.03,531.32,140.09,1452.66
399.97,600.01,90.00,415.70,534.59,138.24,1577.15
399.97,600.01,90.00,416.85,535.98,140.92,1532.23
399.97,600.01,90.00,415.44,528.91,132.27,1445.75
399.97,600.01,90.00,416.37,531.03,132.23,1492.57
399.97,600.01,90.00,415.71,530.03,136.22,1410.52
400.19,590.49,90.00,422.65,525.21,136.56,1470.31
400.09,587.07,90.00,416.97,525.78,119.31,1390.93
400.25,583.74,90.00,404.90,529.59,93.56,1108.84
400.30,582.44,90.00,403.47,527.41,94.95,1100.67
400.35,576.94,90.00,409.95,527.45,102.24,801.30
400.37,575.49,90.00,408.20,531.56,93.95,390.42
400.39,573.23,90.00,409.54,525.15,95.80,478.81
400.37,571.99,90.00,410.93,524.13,95.83,418.57
400.42,571.97,90.00,412.29,524.85,95.99,256.97
400.40,573.20,90.00,414.92,527.19,97.46,130.66
400.37,573.36,90.00,412.16,522.42,95.20,270.16
400.37,573.27,90.00,413.77,525.26,96.57,215.31
400.37,573.19,90.00,414.74,525.54,97.52,236.20
400.36,573.18,90.00,415.17,525.79,97.20,213.34
400.36,573.18,90.00,414.02,526.46,96.12,210.15
400.36,573.18,90.00,412.88,526.08,95.52,192.23
400.36,573.18,90.00,415.96,526.94,97.72,172.80
400.36,573.18,90.00,413.62,526.07,96.24,200.91
400.36,573.18,90.00,412.76,527.31,95.53,129.63
400.36,573.18,90.00,413.39,526.31,96.06,182.39
400.36,573.18,90.00,414.21,526.46,96.71,193.42
400.36,573.18,90.00,414.35,527.70,96.37,139.63
400.36,573.18,90.00,414.66,528.51,96.75,111.75
400.65,572.29,90.68,413.75,526.93,96.75,132.70
400.65,572.29,90.68,410.72,526.58,93.61,186.12
400.65,572.29,90.68,415.89,527.93,97.65,159.74
400.65,572.29,90.68,415.51,521.63,95.16,225.98
400.64,569.81,90.68,414.80,524.22,96.66,151.56
400.91,561.82,90.68,409.69,518.24,93.72,145.05
401.05,561.33,90.68,418.10,509.17,97.73,170.27
401.01,561.32,90.68,419.03,505.99,97.71,153.24
401.01,561.32,90.68,420.57,508.27,98.69,79.00
401.40,560.26,91.48,418.51,507.80,97.30,93.26
401.74,559.21,91.48,419.51,506.60,97.69,90.96
402.10,558.13,91.48,418.97,506.89,97.59,119.40
402.81,557.14,92.09,419.20,507.00,97.52,102.66
410.70,556.99,92.09,426.40,509.27,97.81,70.30
412.64,556.12,92.09,426.54,509.47,96.10,69.20
416.69,555.51,92.89,433.93,510.12,96.18,60.04
418.65,554.62,92.89,438.45,508.03,93.83,146.45
418.37,554.50,92.89,442.72,507.65,94.54,150.05
418.33,554.54,92.89,446.10,507.87,94.60,141.84
418.78,548.12,92.89,443.28,500.96,92.97,145.64
418.93,546.12,92.89,447.42,496.89,95.31,119.93
419.73,539.29,93.37,445.99,490.72,94.63,63.16
420.54,536.12,93.37,445.39,482.35,93.95,46.15
421.27,531.27,93.37,446.05,478.81,94.61,34.52
421.90,528.29,93.62,447.53,471.64,95.03,41.24
422.55,523.87,93.62,449.10,466.49,95.45,36.67
423.22,518.04,93.62,446.44,455.81,94.47,95.06
423.97,512.84,93.71,446.24,448.31,94.83,53.11
424.78,507.94,93.71,443.60,442.23,93.52,43.35
425.29,505.42,93.71,445.15,435.01,93.82,28.89
425.76,502.90,93.71,444.05,434.81,93.78,30.35
426.24,498.46,93.71,449.01,430.15,94.70,27.13
434.36,472.73,93.71,409.88,492.31,79.80,603.89
470.71,492.45,93.71,403.75,702.99,125.97,68.66
468.11,496.45,96.93,395.42,699.68,132.51,53.07
463.41,495.74,96.93,398.33,699.40,131.77,77.44
458.94,499.37,96.93,395.56,694.80,129.90,73.94
453.60,502.73,96.93,397.53,691.70,127.34,87.98
448.09,505.61,99.97,387.66,689.11,135.65,106.06
392.72,514.60,99.97,399.73,430.72,99.69,10.24
392.62,514.53,99.94,400.29,433.69,100.07,10.91
392.65,514.08,99.94,399.13,434.58,99.71,6.70
392.31,515.82,99.94,396.28,441.22,99.14,8.08
392.22,515.12,99.94,398.88,445.36,100.47,39.02
391.66,517.46,99.94,397.31,452.32,100.26,14.38
391.55,517.41,99.98,397.11,454.92,99.59,7.22
390.72,520.42,99.98,398.95,461.92,100.28,15.58
390.22,522.67,99.98,395.86,470.07,100.37,40.23
389.52,527.04,99.98,394.07,479.01,99.29,23.07
385.35,528.18,99.91,395.52,484.33,102.27,79.64
384.52,526.99,99.91,387.72,492.70,100.85,43.20
383.63,519.40,99.91,386.97,491.36,101.76,93.49
381.91,513.17,99.91,384.06,490.62,101.62,113.16
380.83,508.33,100.25,383.02,488.96,102.68,108.10
378.92,504.08,100.25,380.68,488.19,103.00,145.79
376.83,503.80,100.25,376.75,486.59,104.18,187.06
374.53,503.45,100.25,371.61,486.26,103.64,187.83
372.43,503.04,100.25,371.26,487.32,103.00,167.00
366.94,501.77,100.25,363.99,484.24,104.32,176.44
361.44,500.71,100.25,352.16,484.17,103.17,176.62
359.05,500.23,100.25,346.64,481.80,103.63,307.39
352.91,499.02,100.25,332.90,480.47,103.11,335.53
347.16,497.88,100.25,321.33,477.86,101.75,495.93
343.99,497.27,100.25,315.80,477.62,101.80,422.26
339.37,496.37,100.25,310.08,476.50,102.48,422.18
335.47,495.60,100.25,303.07,474.01,102.08,617.66
329.94,494.43,100.25,288.04,473.73,100.87,589.56
326.01,493.66,100.25,273.60,474.10,99.29,446.18
321.88,492.79,100.25,271.87,474.86,100.17,287.94
317.47,491.90,100.25,256.71,475.49,99.65,226.94
313.28,491.08,100.25,248.88,474.26,98.97,276.56
310.20,490.47,100.25,239.53,472.93,98.16,352.95
304.70,489.33,100.25,230.60,471.90,98.18,232.45
302.32,488.87,100.25,221.27,474.23,98.34,100.36
297.63,488.00,99.87,214.37,473.91,98.27,100.47
291.26,486.78,99.87,208.50,473.53,98.51,79.74
284.36,485.59,99.87,197.59,473.32,99.14,45.08
280.63,484.93,99.80,191.26,471.13,98.24,64.74
276.49,484.19,99.80,189.00,471.01,98.37,62.50
272.29,483.48,99.80,184.91,470.72,98.31,62.08
267.65,482.71,99.80,182.14,471.11,96.82,98.16
263.54,482.06,99.80,176.86,469.51,97.66,85.06
259.87,481.39,99.37,172.50,469.53,98.35,41.26
256.53,480.89,99.37,171.58,470.43,96.90,58.73
252.15,480.18,99.37,166.80,468.45,96.89,77.23
247.93,479.48,99.37,159.14,468.07,97.61,49.00
244.06,478.87,99.37,158.96,468.93,96.99,50.13
240.32,478.33,98.89,155.74,469.14,97.35,43.73
247.41,479.82,98.89,154.62,469.87,97.30,43.81
249.82,480.28,98.89,164.44,472.75,97.55,62.34
250.03,480.54,98.62,166.19,470.58,98.31,45.66
250.44,480.63,98.62,169.69,470.97,97.80,54.71
250.61,480.73,98.62,170.83,471.67,99.11,38.24
252.30,481.16,98.62,174.22,473.10,98.15,38.61
252.84,481.32,98.62,182.06,473.43,96.87,107.50
256.22,482.00,98.27,188.69,472.62,97.78,102.13
258.72,482.48,98.27,194.91,473.01,99.45,56.89
259.92,482.71,98.27,199.93,474.16,98.79,78.21
259.95,482.69,98.33,203.97,474.12,99.59,66.63
258.14,482.44,98.33,207.60,474.31,98.52,58.24
256.81,482.19,98.33,207.42,474.33,98.52,61.50
255.81,482.00,98.33,205.60,474.48,99.04,58.91
254.90,481.89,98.40,204.57,474.53,100.05,42.96
253.86,481.75,98.40,205.04,474.07,99.06,72.28
252.87,481.59,98.40,204.89,474.25,98.92,72.53
251.91,481.44,98.45,205.04,474.12,99.28,71.87
250.97,481.30,98.45,204.87,473.79,99.20,71.92
250.03,481.14,98.45,205.36,473.94,99.20,73.04
249.14,481.00,98.45,205.48,474.00,99.23,71.57
248.24,480.86,98.53,205.48,473.69,99.28,70.68
247.37,480.71,98.53,204.59,473.78,99.22,71.95
246.50,480.57,98.53,205.89,473.95,99.23,69.11
245.69,480.44,98.53,205.71,473.93,99.17,71.38
244.89,480.31,98.53,204.94,473.85,99.27,72.23
244.09,480.18,98.60,204.36,473.92,99.15,71.15
243.28,480.05,98.60,205.29,474.03,99.05,71.85
235.68,478.84,98.60,205.90,474.04,99.24,68.23
229.72,477.88,98.67,205.55,474.05,99.07,73.27
224.89,477.12,98.67,204.99,474.15,99.17,71.38
219.94,476.37,98.67,204.99,474.66,99.77,38.45
216.95,476.03,98.67,205.95,473.14,98.28,111.80
214.15,475.38,98.63,202.04,473.48,99.14,70.47
211.17,474.87,98.63,204.97,474.02,99.01,69.71
209.93,474.70,98.63,205.37,473.94,99.22,71.22
209.81,474.68,98.63,205.19,473.91,99.13,71.42
209.72,474.67,98.68,205.04,474.03,99.31,70.63
209.63,474.65,98.68,205.54,473.87,99.26,73.44
209.55,474.64,98.68,204.72,474.01,99.17,72.37
209.45,474.63,98.68,205.01,474.17,99.17,70.74
209.36,474.62,98.73,205.25,473.91,99.41,70.52
209.28,474.60,98.73,205.51,474.23,99.04,71.53
209.20,474.60,98.73,204.85,474.10,99.23,72.48
209.12,474.59,98.73,205.53,473.76,99.29,72.53
209.04,474.57,98.78,205.86,473.80,99.43,68.92
208.98,474.55,98.78,205.00,474.12,99.26,72.65
208.77,475.27,98.78,205.24,474.66,99.18,74.50
208.57,477.12,98.82,205.44,476.03,98.93,65.74
207.73,484.50,98.82,205.11,483.24,98.23,94.08
206.95,489.10,98.82,205.78,496.04,98.67,170.56
206.38,492.83,98.82,205.83,502.49,100.08,131.54
206.06,494.84,98.82,203.55,508.76,99.25,145.47
205.69,497.09,98.82,203.78,512.30,99.36,166.87
205.25,499.58,98.82,224.91,481.19,115.82,185.91
204.62,504.59,98.82,204.00,521.22,98.81,235.30
204.49,505.80,98.82,203.25,528.21,98.20,251.43
204.32,506.94,98.82,203.12,528.60,97.84,267.82
203.70,510.65,98.82,202.86,534.21,97.72,253.72
203.49,511.78,98.82,202.59,537.96,97.17,251.06
202.87,515.56,98.82,202.94,542.03,96.93,294.12
202.71,516.73,98.82,203.59,545.26,95.29,300.03
202.50,517.91,98.82,203.59,546.50,95.48,320.67
201.96,521.29,98.82,203.59,549.95,95.06,324.78
201.47,524.65,98.82,205.61,555.26,92.99,345.42
201.24,525.72,98.82,204.39,557.50,92.98,265.07
201.11,526.47,98.82,206.17,560.10,91.88,250.98
200.98,527.21,98.82,206.14,560.08,91.88,250.98
200.83,528.35,98.82,207.34,559.46,91.83,313.58
200.63,529.86,98.82,210.56,563.79,88.58,282.66
200.61,529.90,98.82,208.48,567.62,90.34,270.96
200.65,529.49,98.82,210.03,565.87,88.65,278.15
200.88,528.33,98.82,208.61,564.51,88.98,266.30
200.83,528.24,98.82,207.87,566.67,90.15,242.90
200.84,528.32,98.82,209.97,564.59,87.80,297.38
200.83,528.31,98.82,209.90,564.52,87.81,297.20
200.83,528.31,98.82,209.57,563.32,89.17,283.60
200.83,528.31,98.82,208.84,563.61,89.49,320.38
200.84,528.32,98.82,209.52,563.59,88.82,283.26
200.84,528.32,98.82,209.97,563.86,88.53,290.48
200.84,528.32,98.82,209.97,563.86,88.53,290.48
200.84,528.32,98.82,210.26,563.92,88.65,295.76
200.84,528.32,98.82,208.36,562.49,90.15,320.67
200.84,528.32,98.82,208.84,562.74,89.98,279.42
200.84,528.32,98.82,208.38,562.96,90.14,314.90
200.84,528.32,98.82,209.39,563.98,88.81,314.53
200.84,528.32,98.82,210.17,563.90,88.36,304.58
200.84,528.32,98.82,209.86,562.94,89.23,307.14
200.84,528.32,98.82,210.37,563.18,89.12,295.25
200.84,528.32,98.82,209.13,563.79,89.78,313.37
200.84,528.32,98.82,209.63,563.03,89.30,301.36
200.84,528.32,98.82,208.88,563.76,89.45,264.25
200.84,528.32,98.82,208.88,563.76,89.45,264.25
200.84,528.32,98.82,210.19,564.65,88.07,296.36
200.84,528.32,98.82,209.62,563.85,88.61,289.39
200.84,528.32,98.82,209.64,563.40,88.82,293.18
200.84,528.32,98.82,209.46,563.45,88.92,294.30
200.84,528.32,98.82,209.52,563.66,88.80,284.35
200.84,528.32,98.82,210.17,563.89,88.34,303.54
200.84,528.32,98.82,210.17,563.89,88.34,303.54
200.84,528.32,98.82,208.81,563.17,89.70,313.04
200.84,528.32,98.82,208.82,563.70,89.46,296.58
200.84,528.32,98.82,207.93,566.09,89.83,284.99
200.84,528.32,98.82,209.82,563.56,88.68,299.69
200.84,528.32,98.82,209.82,563.56,88.68,299.69
200.84,528.32,98.82,208.94,562.84,89.82,320.81
200.84,528.32,98.82,209.54,563.30,88.97,289.85
200.84,528.32,98.82,209.56,563.62,89.05,281.66
200.84,528.32,98.82,209.70,562.60,89.46,307.23
200.84,528.32,98.82,208.93,564.00,89.28,310.11
200.84,528.32,98.82,208.27,562.52,90.15,312.04
200.84,528.32,98.82,209.67,563.52,89.04,292.13
200.84,528.32,98.82,209.60,563.28,88.94,278.46
200.84,528.32,98.82,209.69,563.46,88.79,302.96
200.84,528.32,98.82,209.54,562.71,89.21,292.91
200.84,528.32,98.82,209.54,562.71,89.21,292.91
200.84,528.32,98.82,208.20,563.74,89.94,302.07
200.84,528.32,98.82,208.20,563.74,89.94,302.07
200.84,528.32,98.82,208.08,565.32,90.05,284.23
200.84,528.32,98.82,208.86,563.65,89.46,318.43
200.84,528.32,98.82,208.83,563.84,89.41,264.76
200.84,528.32,98.82,210.01,564.83,89.43,275.13
200.84,528.32,98.82,208.00,564.66,90.19,285.03
200.84,528.32,98.82,208.80,563.18,89.72,327.14
200.84,528.32,98.82,209.96,564.19,88.36,291.13
200.84,528.32,98.82,210.48,564.75,88.54,297.15
200.84,528.32,98.82,209.53,563.14,89.02,284.32
200.84,528.32,98.82,209.53,563.14,89.02,284.32
200.84,528.32,98.82,207.31,563.43,90.72,291.67
200.84,528.32,98.82,209.49,563.01,89.05,298.65
200.84,528.32,98.82,209.67,563.88,88.59,295.42
200.84,528.32,98.82,209.53,563.65,88.81,289.48
200.84,528.32,98.82,209.66,563.54,88.73,305.69
200.84,528.32,98.82,208.88,563.95,89.33,265.43
200.84,528.32,98.82,209.62,563.78,88.94,290.26
200.84,528.32,98.82,208.81,563.28,89.67,321.50
200.84,528.32,98.82,209.53,563.45,88.86,291.23
200.84,528.32,98.82,209.64,563.44,88.82,295.80
200.84,528.32,98.82,209.64,563.44,88.82,295.80
200.84,528.32,98.82,208.80,563.34,89.65,317.72
200.84,528.32,98.82,209.67,564.28,88.73,281.46
200.84,528.32,98.82,208.86,563.89,89.41,269.57
200.84,528.32,98.82,209.23,561.72,90.01,313.62
200.84,528.32,98.82,208.27,563.02,89.90,320.76
200.84,528.32,98.82,209.60,564.36,89.45,303.52
200.84,528.32,98.82,208.26,562.66,90.01,331.92
200.84,528.32,98.82,208.26,562.66,90.01,331.92
200.84,528.32,98.82,208.89,563.76,89.37,324.80
200.84,528.32,98.82,209.09,563.67,89.86,318.70
200.84,528.32,98.82,208.78,563.45,89.65,262.15
200.84,528.32,98.82,208.38,562.90,90.19,311.39
200.84,528.32,98.82,208.38,562.90,90.19,311.39
200.84,528.32,98.82,209.89,563.83,88.55,313.16
200.84,528.32,98.82,209.47,563.12,89.00,288.56
200.84,528.32,98.82,208.92,563.78,89.43,297.02
200.84,528.32,98.82,209.83,563.93,88.59,275.97
200.84,528.32,98.82,208.13,565.90,90.08,280.03
200.84,528.32,98.82,208.81,563.28,89.67,307.43
200.84,528.32,98.82,209.66,563.84,88.62,289.61
200.84,528.32,98.82,210.15,563.97,88.34,298.71
200.84,528.32,98.82,209.74,564.09,88.52,289.50
200.84,528.32,98.82,208.79,564.32,89.16,299.05
200.84,528.32,98.82,208.96,562.60,90.20,320.18
200.84,528.32,98.82,210.53,564.89,88.45,306.26
200.84,528.32,98.82,209.53,562.56,89.30,283.71
200.84,528.32,98.82,209.71,563.91,88.59,295.21
200.84,528.32,98.82,209.77,564.01,88.53,292.25
200.84,528.32,98.82,208.85,563.86,89.39,255.58
200.84,528.32,98.82,210.15,563.89,88.31,307.89
200.84,528.32,98.82,209.56,564.79,89.05,269.30
200.84,528.32,98.82,209.64,563.79,88.65,295.84
200.84,528.32,98.82,209.67,563.85,88.65,288.41
200.84,528.32,98.82,209.84,563.77,88.56,299.83
200.84,528.32,98.82,208.28,562.69,90.08,321.37
200.84,528.32,98.82,208.87,563.65,89.45,319.66
200.84,528.32,98.82,208.80,563.08,89.81,278.86
200.84,528.32,98.82,209.75,563.32,89.15,303.48
200.84,528.32,98.82,209.76,564.08,88.77,287.42
200.84,528.32,98.82,209.52,562.88,89.40,295.80
200.84,528.32,98.82,209.72,562.81,89.36,298.36
200.84,528.32,98.82,210.07,564.23,88.28,300.56
200.86,528.35,98.82,209.87,563.72,88.59,300.75
201.08,528.46,98.82,208.23,565.83,89.96,275.32
201.59,528.68,98.82,210.15,563.65,88.71,293.62
202.47,529.06,98.82,211.04,564.44,88.36,301.96
203.35,529.38,98.82,210.82,563.67,88.88,285.43
208.61,530.63,98.82,217.55,564.16,87.90,344.46
222.82,501.46,98.82,258.78,524.72,95.38,766.79
223.13,499.90,98.82,253.79,521.89,95.91,759.00
223.76,496.58,98.82,248.77,520.62,97.99,502.56
